#video_id, pedestrian_id, group size, motion direction, designated, signalized, gender, age, num lanes, traffic direction, intersection, crossing
video_0001, pedestrian1, 1, LONG, ND, n/a, female, senior, 2, TW, no, -1
video_0183, pedestrian1, 2, LAT, D, NS, female, senior, 2, OW, yes, 1
video_0183, pedestrian2, 2, LAT, D, NS, male, adult, 2, OW, yes, 1
video_0184, pedestrian1, 2, LAT, ND, n/a, male, adult, 2, TW, yes, 1
video_0184, pedestrian2, 2, LAT, ND, n/a, female, adult, 2, TW, yes, 1
video_0185, pedestrian, 1, LAT, D, NS, male, adult, 2, TW, no, 1
video_0186, pedestrian, 1, n/a, ND, n/a, female, adult, 3, OW, no, -1
video_0187, pedestrian1, 2, LAT, D, NS, female, adult, 3, OW, yes, 1
video_0187, pedestrian2, 2, LAT, D, NS, female, adult, 3, OW, yes, 1
video_0187, pedestrian3, 1, LAT, D, NS, female, adult, 3, OW, yes, 1
video_0188, pedestrian1, 3, n/a, ND, n/a, female, adult, 1, TW, no, -1
video_0188, pedestrian2, 3, n/a, ND, n/a, male, senior, 1, TW, no, -1
video_0188, pedestrian3, 3, n/a, ND, n/a, male, adult, 1, TW, no, -1
video_0189, pedestrian1, 2, n/a, ND, n/a, male, adult, 3, OW, no, 0
video_0189, pedestrian2, 2, n/a, ND, n/a, male, adult, 3, OW, no, 0
video_0190, pedestrian1, 1, LAT, D, NS, male, senior, 2, TW, yes, 1
video_0190, pedestrian2, 2, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0190, pedestrian3, 2, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0191, pedestrian1, 1, LAT, D, NS, male, senior, 3, TW, yes, 1
video_0191, pedestrian2, 2, LAT, ND, n/a, female, adult, 3, TW, yes, 1
video_0191, pedestrian3, 2, LAT, ND, n/a, male, adult, 3, TW, yes, 1
video_0191, pedestrian4, 2, LAT, ND, n/a, female, senior, 3, TW, yes, 1
video_0192, pedestrian, 1, n/a, ND, n/a, male, adult, 2, OW, no, 0
video_0193, pedestrian, 1, LAT, ND, n/a, male, adult, 4, TW, yes, 1
video_0194, pedestrian1, 2, n/a, ND, n/a, female, young, 3, TW, yes, 0
video_0194, pedestrian2, 2, n/a, ND, n/a, male, adult, 3, TW, yes, 0
video_0194, pedestrian3, 1, n/a, ND, n/a, male, young, 3, TW, no, -1
video_0194, pedestrian4, 1, LONG, ND, n/a, female, adult, 3, TW, no, -1
video_0195, pedestrian, 1, n/a, ND, n/a, female, adult, 4, OW, no, 0
video_0196, pedestrian, 1, LAT, D, NS, male, adult, 3, OW, yes, 1
video_0197, pedestrian1, 1, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0198, pedestrian, 1, LAT, D, NS, male, adult, 3, OW, yes, 1
video_0199, pedestrian1, 1, LONG, ND, n/a, male, adult, 1, TW, yes, -1
video_0199, pedestrian2, 1, LONG, ND, n/a, female, senior, 1, TW, no, -1
video_0200, pedestrian1, 1, n/a, ND, n/a, female, senior, 1, TW, no, -1
video_0200, pedestrian2, 1, LONG, ND, n/a, male, adult, 1, TW, no, -1
video_0201, pedestrian, 1, LONG, ND, n/a, female, adult, 2, TW, no, 0
#video_0202, n/a, n/a, n/a, n/a, n/a, n/a, n/a, 2, n/a
video_0203, pedestrian1, 2, LONG, ND, n/a, female, adult, 1, TW, no, -1
video_0203, pedestrian2, 2, LONG, ND, n/a, female, adult, 1, TW, no, -1
video_0203, pedestrian3, 1, LONG, ND, n/a, female, adult, 1, TW, no, -1
video_0204, pedestrian1, 1, LONG, D, S, female, adult, 2, TW, yes, 1
video_0204, pedestrian2, 1, LAT, D, S, female, adult, 3, OW, yes, 0
video_0204, pedestrian3, 1, LAT, D, S, male, adult, 3, OW, yes, 1
video_0204, pedestrian4, 1, n/a, D, S, female, adult, 3, OW, yes, 0
video_0204, pedestrian5, 2, LAT, D, S, male, adult, 3, OW, yes, 1
video_0204, pedestrian6, 2, LAT, D, S, male, adult, 3, OW, yes, 1
video_0205, pedestrian, 1, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0206, pedestrian1, 2, LAT, D, NS, male, senior, 2, OW, yes, 1
video_0206, pedestrian2, 2, LAT, D, NS, female, adult, 2, OW, yes, 1
video_0206, pedestrian3, 1, LONG, D, NS, female, senior, 2, OW, yes, 0
video_0207, pedestrian, 1, n/a, D, NS, female, adult, 2, OW, no, 0
video_0208, pedestrian1, 1, n/a, ND, n/a, male, adult, 2, OW, no, 0
video_0208, pedestrian2, 1, n/a, ND, n/a, male, adult, 2, OW, no, 0
video_0209, pedestrian1, 2, n/a, ND, n/a, male, adult, 2, TW, no, 0
video_0209, pedestrian2, 2, n/a, ND, n/a, male, adult, 2, TW, no, 0
video_0209, pedestrian3, 1, n/a, ND, n/a, male, adult, 2, TW, no, 0
video_0209, pedestrian4, 1, LAT, ND, n/a, male, adult, 2, TW, no, 0
video_0210, pedestrian1, 2, LONG, ND, n/a, female, senior, 2, TW, no, -1
video_0210, pedestrian2, 2, LONG, ND, n/a, female, senior, 2, TW, no, -1
video_0211, pedestrian, 1, n/a, ND, n/a, female, adult, 3, TW, no, 0
video_0212, pedestrian, 1 , LAT, D, NS, female, senior, 2, OW, yes, 1
video_0213, pedestrian1, 1, LAT, D, NS, female, adult, 3, OW, yes, 1
video_0213, pedestrian2, 2, LAT, D, NS, male, adult, 3, OW, yes, 1
video_0213, pedestrian3, 2, LAT, D, NS, female, adult, 3, OW, yes, 1
video_0214, pedestrian1, 2, LAT, D, S, female, senior, 3, OW, yes, 1
video_0214, pedestrian2, 2, LAT, D, S, female, senior, 3, OW, yes, 1
video_0215, pedestrian1, 1, LAT, D, NS, female, adult, 2, OW, yes, 1
video_0215, pedestrian2, 1, LAT, D, NS, female, adult, 2, OW, yes, 1
video_0216, pedestrian1, 1, LAT, ND, n/a, male, adult, 6, TW, no, 0
video_0216, pedestrian2, 1, LAT, ND, n/a, male, adult, 6, TW, no, 1
video_0217, pedestrian, 1, LAT, D, NS, female, adult, 3, OW, yes, 1
video_0218, pedestrian, 1, LAT, ND, n/a, female, adult, 1, OW, no, 1
video_0219, pedestrian1, 2, LAT, D, NS, female, adult, 3, OW, yes, 1
video_0219, pedestrian2, 2, LAT, D, NS, male, adult, 3, OW, yes, 1
#video_0220, n/a, n/a, n/a, n/a, n/a, n/a, n/a, 1, n/a
video_0221, pedestrian1, 4, LAT, D, NS, female, young, 4, TW, yes, 1
video_0221, pedestrian2, 4, LAT, D, NS, male, adult, 4, TW, yes, 1
video_0221, pedestrian3, 4, LAT, D, NS, female, young, 4, TW, yes, 1
video_0221, pedestrian4, 4, LAT, D, NS, male, young, 4, TW, yes, 1
video_0221, pedestrian5, 3, LONG, D, NS, female, adult, 4, TW, yes, -1
video_0221, pedestrian6, 3, LONG, D, NS, female, adult, 4, TW, yes, -1
video_0221, pedestrian7, 3, LONG, D, NS, male, adult, 4, TW, yes, -1
video_0222, pedestrian, 1, LAT, ND, n/a, female, adult, 1, TW, yes, 1
video_0223, pedestrian1, 1, LAT, D, S, female, senior, 2, OW, yes, 1
video_0223, pedestrian2, 1, LAT, D, S, female, adult, 2, OW, yes, 0
video_0223, pedestrian3, 1, LAT, D, S, female, adult, 2, OW, yes, 0
video_0223, pedestrian4, 5, LAT, D, S, female, adult, 2, OW, yes, 1
video_0223, pedestrian5, 5, LAT, D, S, female, adult, 2, OW, yes, 1
video_0223, pedestrian6, 5, LAT, D, S, female, adult, 2, OW, yes, 1
video_0223, pedestrian7, 5, LAT, D, S, female, adult, 2, OW, yes, 1
video_0223, pedestrian8, 5, LAT, D, S, female, adult, 2, OW, yes, 1
video_0224, pedestrian1, 3, LAT, D, NS, male, adult, 1, OW, yes, 1
video_0224, pedestrian2, 3, LAT, D, NS, male, adult, 1, OW, yes, 1
video_0224, pedestrian3, 3, LAT, D, NS, female, adult, 1, OW, yes, 1
video_0224, pedestrian4, 2, n/a, D, NS, male, adult, 1, OW, no, -1
video_0224, pedestrian5, 2, n/a, D, NS, female, adult, 1, OW, no, -1
video_0225, pedestrian, 1, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0226, pedestrian1, 2, LAT, D, NS, female, adult, 3, TW, yes, 1
video_0226, pedestrian2, 2, LAT, D, NS, female, adult, 3, TW, yes, 1
video_0227, pedestrian, 1, LAT, D, S, male, adult, 3, OW, yes, 1
video_0228, pedestrian1, 1, n/a, ND, n/a, male, adult, 2, TW, no, -1
video_0228, pedestrian2, 1, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0229, pedestrian, 1, LAT, ND, n/a, male, adult, 4, TW, yes, 1
video_0230, pedestrian, 1, LAT, ND, n/a, male, adult, 3, OW, no, 1
video_0231, pedestrian1, 4, LAT, D, NS, female, adult, 4, TW, yes, 1
video_0231, pedestrian2, 4, LAT, D, NS, female, adult, 4, TW, yes, 1
video_0231, pedestrian3, 4, LAT, D, NS, male, adult, 4, TW, yes, 1
video_0231, pedestrian4, 4, LAT, D, NS, female, adult, 4, TW, yes, 1
video_0232, pedestrian, 1, LAT, D, NS, female, adult, 4, TW, yes, 1
video_0233, pedestrian1, 2, LAT, D, NS, female, adult, 3, TW, yes, 1
video_0233, pedestrian2, 2, LAT, D, NS, female, young, 3, TW, yes, 1
video_0234, pedestrian1, 3, LAT, D, NS, male, adult, 3, OW, yes, 1
video_0234, pedestrian2, 3, LAT, D, NS, female, adult, 3, OW, yes, 1
video_0234, pedestrian3, 3, LAT, D, NS, male, adult, 3, OW, yes, 1
video_0235, pedestrian1, 2, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0235, pedestrian2, 2, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0235, pedestrian3, 2, n/a, ND, n/a, male, adult, 2, TW, yes, 0
video_0236, pedestrian1, 1, LAT, D, NS, female, adult, 4, OW, yes, 1
video_0236, pedestrian2, 1, LAT, D, NS, female, adult, 4, OW, yes, 1
video_0236, pedestrian3, 1, n/a, ND, n/a, female, adult, 4, OW, no, 0
video_0237, pedestrian1, 1, n/a, ND, n/a, male, adult, 1, OW, no, -1
video_0237, pedestrian2, 2, LAT, ND, n/a, female, adult, 1, OW, yes, 0
video_0237, pedestrian3, 2, LAT, ND, n/a, female, adult, 1, OW, yes, 0
video_0238, pedestrian1, 1, LAT, D, NS, male, senior, 3, OW, yes, 1
video_0239, pedestrian, 1, n/a, D, NS, male, adult, 3, TW, no, 0
video_0240, pedestrian1, 2, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0240, pedestrian2, 2, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0241, pedestrian, 1, LAT, D, NS, male, adult, 3, OW, yes, 1
video_0242, pedestrian1, 3, LAT, D, NS, female, senior, 2, OW, yes, 1
video_0242, pedestrian2, 3, LAT, D, NS, female, young, 2, OW, yes, 1
video_0242, pedestrian3, 3, LAT, D, NS, female, adult, 2, OW, yes, 1
video_0243, pedestrian, 1, LAT, D, NS, female, adult, 3, OW, yes, 1
video_0244, pedestrian1, 1, LAT, D, NS, female, senior, 2, TW, yes, 1
video_0244, pedestrian2, 2, LAT, D, NS, female, young, 2, TW, yes, 1
video_0244, pedestrian3, 2, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0244, pedestrian4, 2, n/a, ND, n/a, female, adult, 2, TW, no, -1
video_0245, pedestrian1, 3, n/a, D, NS, female, adult, 3, OW, yes, 0
video_0245, pedestrian2, 3, n/a, D, NS, male, adult, 3, OW, yes, 0
video_0245, pedestrian3, 3, n/a, D, NS, male, young, 3, OW, yes, 0
video_0246, pedestrian, 1, n/a, ND, n/a, male, adult, 4, TW, no, -1
video_0247, pedestrian1, 2, LAT, D, S, female, adult, 4, TW, yes, 1
video_0247, pedestrian2, 2, LAT, D, S, male, adult, 4, TW, yes, 1
video_0247, pedestrian3, 1, LAT, D, S, female, adult, 4, TW, yes, 1
video_0248, pedestrian, 1, LAT, ND, n/a, male, adult, 4, TW, no, 1
video_0249, pedestrian, 1, LAT, D, NS, female, adult, 2, OW, yes, 1
video_0250, pedestrian1, 2, LAT, D, NS, female, adult, 2, OW, no, 1
video_0250, pedestrian2, 2, LAT, D, NS, female, adult, 2, OW, no, 1
video_0251, pedestrian1, 1, LAT, D, NS, female, adult, 4, TW, yes, 1
video_0251, pedestrian2, 1, LAT, D, NS, male, adult, 4, TW, yes, 1
video_0251, pedestrian3, 1, n/a, ND, n/a, male, adult, 4, TW, no, -1
video_0251, pedestrian4, 1, LAT, D, NS, female, adult, 4, TW, yes, 0
video_0252, pedestrian, 1, LONG, ND, n/a, male, adult, 3, OW, no, 0
video_0253, pedestrian1, 2, LONG, ND, n/a, female, adult, 2, TW, no, -1
video_0253, pedestrian2, 2, LONG, ND, n/a, male, adult, 2, TW, no, -1
video_0254, pedestrian, 1, n/a, ND, n/a, male, adult, 2, OW, no, 0
video_0255, pedestrian1, 1, LAT, D, NS, female, adult, 2, OW, no, 1
video_0256, pedestrian, 1, LAT, ND, n/a, male, adult, 4, TW, no, 0
video_0257, pedestrian1, 3, LAT, D, NS, female, adult, 3, OW, yes, 1
video_0257, pedestrian2, 3, LAT, D, NS, female, adult, 3, OW, yes, 1
video_0257, pedestrian3, 3, LAT, D, NS, female, adult, 3, OW, yes, 1
video_0258, pedestrian1, 2, LAT, D, NS, female, adult, 4, TW, yes, 1
video_0258, pedestrian2, 2, LAT, D, NS, female, adult, 4, TW, yes, 1
video_0259, pedestrian, 1, LAT, D, NS, male, adult, 2, OW, no, 1
video_0260, pedestrian, 1, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0261, pedestrian, 1, LAT, ND, n/a, male, adult, 2, TW, yes, 1
video_0262, pedestrian, 1, LONG, ND, n/a, male, adult, 2, OW, no, 0
video_0263, pedestrian1, 2, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0263, pedestrian2, 2, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0264, pedestrian1, 1, LAT, D, NS, female, adult, 3, TW, yes, 0
video_0264, pedestrian2, 1, LAT, ND, n/a, female, adult, 3, TW, yes, 1
video_0264, pedestrian3, 1, n/a, ND, n/a, female, adult, 3, TW, yes, 0
video_0265, pedestrian, 1, LAT, D, NS, female, adult, 2, OW, yes, 1
video_0266, pedestrian1, 2, LAT, D, NS, female, adult, 2, OW, yes, 1
video_0266, pedestrian2, 2, LAT, D, NS, female, adult, 2, OW, yes, 1
video_0266, pedestrian3, 1, LAT, D, NS, female, adult, 2, OW, yes, 1
video_0266, pedestrian4, 2, LAT, D, NS, female, senior, 2, OW, yes, 1
video_0266, pedestrian5, 2, LAT, D, NS, female, adult, 2, OW, yes, 1
video_0267, pedestrian1, 3, LAT, D, NS, female, senior, 2, TW, yes, 1
video_0267, pedestrian2, 3, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0267, pedestrian3, 3, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0267, pedestrian4, 2, LAT, D, NS, male, senior, 2, TW, yes, 1
video_0267, pedestrian5, 2, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0268, pedestrian, 1, LAT, D, NS, male, adult, 3, TW, yes, 1
video_0269, pedestrian, 1, LAT, D, NS, female, senior, 2, TW, yes, 1
video_0270, pedestrian1, 1, LAT, D, NS, male, adult, 3, OW, yes, 1
video_0270, pedestrian2, 2, n/a, ND, n/a, female, adult, 3, OW, no, 0
video_0270, pedestrian3, 2, n/a, ND, n/a, male, adult, 3, OW, no, 0
video_0271, pedestrian, 1, LAT, D, NS, female, adult, 2, OW, yes, 1
video_0272, pedestrian1, 1, n/a, ND, n/a, male, adult, 1, OW, yes, -1
video_0273, pedestrian, 1, LAT, ND, n/a, male, adult, 3, OW, no, 1
video_0274, pedestrian1, 5, LAT, D, NS, female, young, 2, OW, no, 1
video_0274, pedestrian2, 5, LAT, D, NS, male, adult, 2, OW, no, 1
video_0274, pedestrian3, 5, LAT, D, NS, female, young, 2, OW, no, 1
video_0274, pedestrian4, 5, LAT, D, NS, female, adult, 2, OW, no, 1
video_0274, pedestrian5, 5, LAT, D, NS, female, young, 2, OW, no, 1
video_0275, pedestrian, 1, LAT, D, NS, male, adult, 2, OW, yes, 1
video_0276, pedestrian, 1, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0277, pedestrian1, 1, LAT, D, NS, male, senior, 2, OW, yes, 1
video_0277, pedestrian2, 2, LAT, D, NS, male, senior, 2, OW, yes, 1
video_0277, pedestrian3, 2, LAT, D, NS, female, senior, 2, OW, yes, 1
video_0278, pedestrian1, 1, LAT, ND, n/a, female, adult, 2, TW, no, 1
video_0278, pedestrian2, 1, LAT, ND, n/a, female, adult, 2, TW, no, 0
video_0279, pedestrian1, 2, LAT, D, NS, male, senior, 2, TW, yes, 1
video_0279, pedestrian2, 2, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0280, pedestrian, 1, LAT, D, NS, male, adult, 4, TW, yes, 1
video_0281, pedestrian1, 1, LAT, D, NS, female, senior, 3, OW, yes, 1
video_0281, pedestrian2, 1, LAT, D, NS, female, adult, 3, OW, yes, 1
#video_0282, n/a, n/a, n/a, n/a, n/a, n/a, n/a, 2, n/a
video_0283, pedestrian1, 2, LAT, ND, n/a, female, adult, 4, TW, no, 1
video_0283, pedestrian2, 2, LAT, ND, n/a, female, adult, 4, TW, no, 1
video_0284, pedestrian, 1, n/a, ND, n/a, male, senior, 4, TW, no, 0
video_0285, pedestrian, 1, LAT, ND, n/a, male, adult, 2, TW, no, 1
video_0286, pedestrian, 1, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0287, pedestrian, 1,LAT, D, NS, female, adult, 2, OW, yes, 1
video_0288, pedestrian, 1, LONG, ND, n/a, female, adult, 2, TW, no, -1
video_0289, pedestrian, 1, n/a, ND, n/a, male, senior, 2, TW, yes, 0
video_0290, pedestrian1, 2, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0290, pedestrian2, 2, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0291, pedestrian1, 2, LAT, D, NS, female, young, 3, TW, yes, 1
video_0291, pedestrian2, 2, LAT, D, NS, female, young, 3, TW, yes, 1
video_0292, pedestrian, 1, LAT, D, NS, female, adult, 2, OW, no, 1
video_0293, pedestrian1, 3, LAT, D, NS, female, senior, 2, TW, yes, 1
video_0293, pedestrian2, 3, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0293, pedestrian3, 3, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0293, pedestrian4, 2, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0293, pedestrian5, 2, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0294, pedestrian, 1, LAT, ND, n/a, male, adult, 1, TW, yes, 1
video_0295, pedestrian, 1, LAT, ND, n/a, male, adult, 2, TW, yes, 1
#video_0296, n/a, n/a, n/a, n/a, n/a, n/a, n/a, 4, n/a
video_0297, pedestrian1, 4, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0297, pedestrian2, 4, LAT, D, NS, male, senior, 2, TW, yes, 1
video_0297, pedestrian3, 1, LAT, D, NS, male, senior, 2, TW, yes, 1
video_0297, pedestrian4, 3, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0297, pedestrian5, 3, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0297, pedestrian6, 3, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0297, pedestrian7, 4, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0297, pedestrian8, 4, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0298, pedestrian1, 2, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0298, pedestrian2, 2, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0298, pedestrian3, 3, LAT, D, NS, male, young, 2, TW, yes, 1
video_0298, pedestrian4, 3, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0298, pedestrian5, 3, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0299, pedestrian1, 3, LAT, D, NS, male, adult, 2, OW, no, 1
video_0299, pedestrian2, 3, LAT, D, NS, female, adult, 2, OW, no, 1
video_0299, pedestrian3, 3, LAT, D, NS, male, young, 2, OW, no, 1
video_0300, pedestrian, 1, LONG, ND, n/a, male, adult, 1, TW, no, -1
video_0301, pedestrian1, 2, LAT, D, NS, male, adult, 2, OW, yes, 1
video_0301, pedestrian2, 2, LAT, D, NS, female, adult, 2, OW, yes, 1
video_0302, pedestrian1, 3, LAT, D, NS, female, adult, 4, TW, yes, 1
video_0302, pedestrian2, 3, LAT, D, NS, female, adult, 4, TW, yes, 1
video_0302, pedestrian3, 3, LAT, D, NS, female, adult, 4, TW, yes, 1
video_0302, pedestrian4, 1, n/a, D, NS, female, senior, 4, TW, yes, -1
video_0303, pedestrian1, 2, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0303, pedestrian2, 2, LAT, D, NS, female, adult, 2, TW, yes, -1
video_0304, pedestrian, 1, LAT, ND, n/a, male, senior, 1, TW, yes, 0
video_0305, pedestrian1, 1, LAT, D, NS, male, adult, 2, OW, yes, 1
video_0305, pedestrian2, 2, LONG, D, NS, n/a, child, 2, OW, yes, -1
video_0305, pedestrian3, 2, LONG, D, NS, female, adult, 2, OW, yes, -1
video_0305, pedestrian4, 2, LONG, D, NS, n/a, child, 2, OW, yes, -1
video_0305, pedestrian5, 2, LONG, D, NS, female, adult, 2, OW, yes, -1
video_0305, pedestrian6, 3, n/a, ND, n/a, male, adult, 2, OW, yes, -1
video_0305, pedestrian7, 3, n/a, ND, n/a, female, adult, 2, OW, yes, -1
video_0305, pedestrian8, 3, n/a, ND, n/a, male, adult, 2, OW, yes, -1
video_0305, pedestrian9, 1, LONG, ND, n/a, male, adult, 2, OW, no, -1
video_0306, pedestrian1, 1, LAT, D, NS, female, senior, 2, OW, yes, 1
video_0306, pedestrian2, 1, n/a, D, NS, female, adult, 2, OW, no, -1
video_0306, pedestrian3, 1, LONG, ND, n/a, female, adult, 2, OW, no, -1
video_0307, pedestrian1, 2, LAT, D, NS, male, adult, 2, OW, yes, 1
video_0307, pedestrian2, 2, LAT, D, NS, male, adult, 2, OW, yes, 1
video_0307, pedestrian3, 1, n/a, D, NS, male, young, 2, OW, yes, 0
video_0307, pedestrian4, 1, LONG, D, NS, male, adult, 2, OW, yes, -1
video_0308, pedestrian1, 1, LONG, ND, n/a, female, adult, 2, TW, no, -1
video_0309, pedestrian1, 1, n/a, D, NS, male, adult, 3, OW, yes, -1
video_0309, pedestrian2, 2, LONG, D, NS, male, adult, 2, OW, yes, 1
video_0309, pedestrian3, 2, LONG, D, NS, male, adult, 2, OW, yes, 1
video_0309, pedestrian4, 2, n/a, D, NS, male, adult, 3, OW, yes, 0
video_0309, pedestrian5, 2, n/a, D, NS, male, adult, 3, OW, yes, 0
video_0309, pedestrian6, 1, LONG, ND, n/a, male, adult, 3, OW, yes, -1
video_0309, pedestrian7, 1, LONG, ND, n/a, female, adult, 3, OW, yes, -1
video_0309, pedestrian8, 1, n/a, ND, n/a, female, adult, 3, OW, yes, -1
video_0310, pedestrian1, 1, LAT, D, NS, male, adult, 4, TW, yes, 1
video_0310, pedestrian2, 1, LAT, D, NS, female, adult, 4, TW, yes, 1
video_0310, pedestrian3, 2, LAT, D, NS, male, adult, 4, TW, yes, 1
video_0310, pedestrian4, 2, LAT, D, NS, female, adult, 4, TW, yes, 1
video_0311, pedestrian1, 2, LAT, D, NS, female, adult, 4, TW, yes, 1
video_0311, pedestrian2, 2, LAT, D, NS, female, adult, 4, TW, yes, 1
video_0311, pedestrian3, 1, LAT, D, NS, male, adult, 4, TW, yes, 1
video_0311, pedestrian4, 1, LAT, D, NS, female, senior, 4, TW, yes, 1
video_0311, pedestrian5, 1, LAT, D, NS, male, adult, 4, TW, yes, 1
video_0312, pedestrian1, 1, LAT, D, NS, male, senior, 2, OW, no, 1
video_0313, pedestrian10, 2, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0313, pedestrian1, 2, LAT, D, NS, male, senior, 2, TW, yes, 1
video_0313, pedestrian2, 1, LONG, D, NS, male, adult, 2, TW, yes, 1
video_0313, pedestrian, 2, LAT, D, NS, female, senior, 2, TW, yes, 1
video_0313, pedestrian3, 2, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0313, pedestrian4, 2, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0313, pedestrian5, 1, LAT, D, NS, male, senior, 2, TW, yes, 1
video_0313, pedestrian6, 3, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0313, pedestrian7, 3, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0313, pedestrian8, 3, LAT, D, NS, male, adult, 2, TW, yes, 1
video_0313, pedestrian9, 2, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0314, pedestrian1, 2, n/a, ND, n/a, male, young, 2, TW, yes, -1
video_0314, pedestrian, 1, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0314, pedestrian2, 1, LONG, D, NS, female, senior, 4, TW, yes, -1
video_0314, pedestrian3, 2, n/a, ND, n/a, male, adult, 2, TW, yes, -1
video_0315, pedestrian, 1, LAT, D, NS, female, adult, 4, TW, yes, 1
video_0316, pedestrian, 1, LAT, D, NS, male, adult, 3, OW, yes, 1
video_0317, pedestrian1, 2, LAT, D, NS, male, adult, 3, OW, yes, 1
video_0317, pedestrian2, 2, LAT, D, NS, n/a, child, 3, OW, yes, 1
video_0317, pedestrian3, 2, LAT, D, NS, male, adult, 3, OW, yes, 1
video_0317, pedestrian4, 2, LAT, D, NS, n/a, child, 3, OW, yes, 1
video_0318, pedestrian, 1, LONG, ND, n/a, male, adult, 2, TW, no, -1
video_0319, pedestrian, 1, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0320, pedestrian1, 1, LONG, ND, n/a, male, adult, 1, TW, no, -1
video_0320, pedestrian2, 2, LAT, ND, n/a, female, adult, 1, TW, yes, 1
video_0320, pedestrian3, 2, LAT, ND, n/a, female, adult, 1, TW, yes, 1
video_0321, pedestrian, 1, LAT, ND, n/a, female, senior, 4, TW, no, 1
video_0322, pedestrian, 1, LAT, D, NS, female, adult, 2, TW, yes, 1
#video_0323, n/a, n/a, n/a, n/a, n/a, n/a, n/a, 4, n/a
video_0324, pedestrian1, 2, LAT, ND, n/a, male, adult, 2, OW, yes, 1
video_0324, pedestrian2, 2, LAT, ND, n/a, male, adult, 2, OW, yes, 1
video_0324, pedestrian3, 2, LAT, ND, n/a, female, senior, 2, OW, yes, 1
video_0324, pedestrian4, 2, LAT, ND, n/a, female, senior, 2, OW, yes, 1
video_0325, pedestrian1, 1, LAT, D, NS, female, senior, 4, TW, no, 1
video_0325, pedestrian2, 1, n/a, D, NS, male, senior, 4, TW, no, -1
video_0326, pedestrian1, 2, LAT, D, NS, female, adult, 3, TW, yes, 1
video_0326, pedestrian2, 2, LAT, D, NS, male, adult, 3, TW, yes, 1
video_0327, pedestrian1, 1, LAT, D, NS, female, adult, 2, TW, yes, 1
video_0327, pedestrian2, 1, LAT, D, NS, n/a, child, 2, TW, yes, 1
video_0327, pedestrian3, 1, n/a, ND, n/a, female, adult, 2, TW, no, -1
video_0327, pedestrian4, 1, n/a, ND, n/a, female, adult, 2, TW, no, -1
video_0327, pedestrian5, 1, n/a, ND, n/a, female, adult, 2, TW, no, -1
video_0327, pedestrian6, 1, n/a, ND, n/a, female, adult, 2, TW, no, -1
video_0327, pedestrian7, 1, n/a, ND, n/a, male, adult, 2, TW, no, -1
video_0328, pedestrian1, 1, LAT, D, NS, male, adult, 2, TW, no, 1
video_0329, pedestrian1, 1, LONG, ND, n/a, male, adult, 2, TW, no, -1
video_0330, pedestrian1, 1, LAT, ND, n/a, female, adult, 2, TW, yes, 1
video_0330, pedestrian2, 1, LAT, ND, n/a, female, senior, 2, TW, yes, 1
